"signal_id","opcua_node_id","display_name_pt_br","description_pt_br","area_code","area_name_pt_br","equipment_id","equipment_name_pt_br","scope","loop_id","analytical_role","data_type","engineering_unit","nominal_cadence_seconds","normal_range","scenario_relevance","context_for_loop_ids"
"SIG-0001","ns=2;s=Plant.ControlLoops.FIC-101.PV","PV — Vazão de carga da unidade","Variável de processo medida: Vazão de alimentação.","FEED","Alimentação e pré-aquecimento","FIC-101","Vazão de carga da unidade","control_loop","FIC-101","cpm.pv","number","m³/h","30","0..1000","normal.steady","FIC-101"
"SIG-0137","ns=2;s=Plant.ControlLoops.TIC-503.SP","SP — Temperatura do reator de enxofre","Referência operacional ou supervisória para temperatura do reator claus.","AMSR","Amina e recuperação de enxofre","TIC-503","Temperatura do reator de enxofre","control_loop","TIC-503","cpm.sp","number","°C","30","-20..700","control.oscillation","TIC-503"
"SIG-0138","ns=2;s=Plant.ControlLoops.TIC-503.OP","OP — Temperatura do reator de enxofre","Demanda calculada pelo controlador para posição da válvula de combustível.","AMSR","Amina e recuperação de enxofre","TIC-503","Temperatura do reator de enxofre","control_loop","TIC-503","cpm.op","number","%","10","0..100","control.oscillation","TIC-503"
"SIG-0139","ns=2;s=Plant.ControlLoops.TIC-503.MODE","Modo — Temperatura do reator de enxofre","Modo efetivo do controlador: automático, manual, cascata ou remoto.","AMSR","Amina e recuperação de enxofre","TIC-503","Temperatura do reator de enxofre","control_loop","TIC-503","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","control.oscillation","TIC-503"
"SIG-0140","ns=2;s=Plant.ControlLoops.TIC-503.MVFB","Resposta do elemento final — Temperatura do reator de enxofre","Resposta física medida do elemento final: Posição da válvula de combustível.","AMSR","Amina e recuperação de enxofre","TIC-503","Temperatura do reator de enxofre","control_loop","TIC-503","cpm.valve_position","number","%","10","0..100","control.oscillation","TIC-503"
"SIG-0141","ns=2;s=Plant.ControlLoops.AIC-504.PV","PV — H₂S no gás de cauda","Variável de processo medida: Concentração de H₂S no gás de cauda.","AMSR","Amina e recuperação de enxofre","AIC-504","H₂S no gás de cauda","control_loop","AIC-504","cpm.pv","number","ppm","30","0..5000","sensor.noise","AIC-504"
"SIG-0142","ns=2;s=Plant.ControlLoops.AIC-504.SP","SP — H₂S no gás de cauda","Referência operacional ou supervisória para concentração de h₂s no gás de cauda.","AMSR","Amina e recuperação de enxofre","AIC-504","H₂S no gás de cauda","control_loop","AIC-504","cpm.sp","number","ppm","30","0..5000","sensor.noise","AIC-504"
"SIG-0143","ns=2;s=Plant.ControlLoops.AIC-504.OP","OP — H₂S no gás de cauda","Demanda calculada pelo controlador para bias da razão ar/gás ácido.","AMSR","Amina e recuperação de enxofre","AIC-504","H₂S no gás de cauda","control_loop","AIC-504","cpm.op","number","%","10","0..100","sensor.noise","AIC-504"
"SIG-0144","ns=2;s=Plant.ControlLoops.AIC-504.MODE","Modo — H₂S no gás de cauda","Modo efetivo do controlador: automático, manual, cascata ou remoto.","AMSR","Amina e recuperação de enxofre","AIC-504","H₂S no gás de cauda","control_loop","AIC-504","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","sensor.noise","AIC-504"
"SIG-0145","ns=2;s=Plant.ControlLoops.AIC-504.MVFB","Resposta do elemento final — H₂S no gás de cauda","Resposta física medida do elemento final: Bias da razão ar/gás ácido.","AMSR","Amina e recuperação de enxofre","AIC-504","H₂S no gás de cauda","control_loop","AIC-504","","number","%","10","0..100","sensor.noise","AIC-504"
"SIG-0146","ns=2;s=Plant.ControlLoops.PIC-601.PV","PV — Pressão do vapor de alta","Variável de processo medida: Pressão do cabeçalho de vapor de alta.","STEAM","Vapor, combustível e energia","PIC-601","Pressão do vapor de alta","control_loop","PIC-601","cpm.pv","number","bar","30","0..250","normal.steady","PIC-601"
"SIG-0147","ns=2;s=Plant.ControlLoops.PIC-601.SP","SP — Pressão do vapor de alta","Referência operacional ou supervisória para pressão do cabeçalho de vapor de alta.","STEAM","Vapor, combustível e energia","PIC-601","Pressão do vapor de alta","control_loop","PIC-601","cpm.sp","number","bar","30","0..250","normal.steady","PIC-601"
"SIG-0148","ns=2;s=Plant.ControlLoops.PIC-601.OP","OP — Pressão do vapor de alta","Demanda calculada pelo controlador para demanda de geração das caldeiras.","STEAM","Vapor, combustível e energia","PIC-601","Pressão do vapor de alta","control_loop","PIC-601","cpm.op","number","%","10","0..100","normal.steady","PIC-601"
"SIG-0149","ns=2;s=Plant.ControlLoops.PIC-601.MODE","Modo — Pressão do vapor de alta","Modo efetivo do controlador: automático, manual, cascata ou remoto.","STEAM","Vapor, combustível e energia","PIC-601","Pressão do vapor de alta","control_loop","PIC-601","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","normal.steady","PIC-601"
"SIG-0150","ns=2;s=Plant.ControlLoops.PIC-601.MVFB","Resposta do elemento final — Pressão do vapor de alta","Resposta física medida do elemento final: Demanda de geração das caldeiras.","STEAM","Vapor, combustível e energia","PIC-601","Pressão do vapor de alta","control_loop","PIC-601","","number","%","10","0..100","normal.steady","PIC-601"
"SIG-0151","ns=2;s=Plant.ControlLoops.PIC-602.PV","PV — Pressão do vapor de média","Variável de processo medida: Pressão do cabeçalho de vapor de média.","STEAM","Vapor, combustível e energia","PIC-602","Pressão do vapor de média","control_loop","PIC-602","cpm.pv","number","bar","30","0..250","process.disturbance","PIC-602"
"SIG-0152","ns=2;s=Plant.ControlLoops.PIC-602.SP","SP — Pressão do vapor de média","Referência operacional ou supervisória para pressão do cabeçalho de vapor de média.","STEAM","Vapor, combustível e energia","PIC-602","Pressão do vapor de média","control_loop","PIC-602","cpm.sp","number","bar","30","0..250","process.disturbance","PIC-602"
"SIG-0153","ns=2;s=Plant.ControlLoops.PIC-602.OP","OP — Pressão do vapor de média","Demanda calculada pelo controlador para posição da válvula de redução.","STEAM","Vapor, combustível e energia","PIC-602","Pressão do vapor de média","control_loop","PIC-602","cpm.op","number","%","10","0..100","process.disturbance","PIC-602"
"SIG-0154","ns=2;s=Plant.ControlLoops.PIC-602.MODE","Modo — Pressão do vapor de média","Modo efetivo do controlador: automático, manual, cascata ou remoto.","STEAM","Vapor, combustível e energia","PIC-602","Pressão do vapor de média","control_loop","PIC-602","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","process.disturbance","PIC-602"
"SIG-0155","ns=2;s=Plant.ControlLoops.PIC-602.MVFB","Resposta do elemento final — Pressão do vapor de média","Resposta física medida do elemento final: Posição da válvula de redução.","STEAM","Vapor, combustível e energia","PIC-602","Pressão do vapor de média","control_loop","PIC-602","cpm.valve_position","number","%","10","0..100","process.disturbance","PIC-602"
"SIG-0156","ns=2;s=Plant.ControlLoops.FIC-603.PV","PV — Vazão de água de caldeira","Variável de processo medida: Vazão de água de alimentação da caldeira.","STEAM","Vapor, combustível e energia","FIC-603","Vazão de água de caldeira","control_loop","FIC-603","cpm.pv","number","t/h","30","process_specific","actuator.saturation","FIC-603"
"SIG-0157","ns=2;s=Plant.ControlLoops.FIC-603.SP","SP — Vazão de água de caldeira","Referência operacional ou supervisória para vazão de água de alimentação da caldeira.","STEAM","Vapor, combustível e energia","FIC-603","Vazão de água de caldeira","control_loop","FIC-603","cpm.sp","number","t/h","30","process_specific","actuator.saturation","FIC-603"
"SIG-0158","ns=2;s=Plant.ControlLoops.FIC-603.OP","OP — Vazão de água de caldeira","Demanda calculada pelo controlador para posição da válvula de água de alimentação.","STEAM","Vapor, combustível e energia","FIC-603","Vazão de água de caldeira","control_loop","FIC-603","cpm.op","number","%","10","0..100","actuator.saturation","FIC-603"
"SIG-0159","ns=2;s=Plant.ControlLoops.FIC-603.MODE","Modo — Vazão de água de caldeira","Modo efetivo do controlador: automático, manual, cascata ou remoto.","STEAM","Vapor, combustível e energia","FIC-603","Vazão de água de caldeira","control_loop","FIC-603","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","actuator.saturation","FIC-603"
"SIG-0160","ns=2;s=Plant.ControlLoops.FIC-603.MVFB","Resposta do elemento final — Vazão de água de caldeira","Resposta física medida do elemento final: Posição da válvula de água de alimentação.","STEAM","Vapor, combustível e energia","FIC-603","Vazão de água de caldeira","control_loop","FIC-603","cpm.valve_position","number","%","10","0..100","actuator.saturation","FIC-603"
"SIG-0161","ns=2;s=Plant.ControlLoops.TIC-604.PV","PV — Temperatura do vapor superaquecido","Variável de processo medida: Temperatura do vapor superaquecido.","STEAM","Vapor, combustível e energia","TIC-604","Temperatura do vapor superaquecido","control_loop","TIC-604","cpm.pv","number","°C","30","-20..700","control.aggressive_tuning","TIC-604"
"SIG-0162","ns=2;s=Plant.ControlLoops.TIC-604.SP","SP — Temperatura do vapor superaquecido","Referência operacional ou supervisória para temperatura do vapor superaquecido.","STEAM","Vapor, combustível e energia","TIC-604","Temperatura do vapor superaquecido","control_loop","TIC-604","cpm.sp","number","°C","30","-20..700","control.aggressive_tuning","TIC-604"
"SIG-0163","ns=2;s=Plant.ControlLoops.TIC-604.OP","OP — Temperatura do vapor superaquecido","Demanda calculada pelo controlador para posição da válvula do dessuperaquecedor.","STEAM","Vapor, combustível e energia","TIC-604","Temperatura do vapor superaquecido","control_loop","TIC-604","cpm.op","number","%","10","0..100","control.aggressive_tuning","TIC-604"
"SIG-0164","ns=2;s=Plant.ControlLoops.TIC-604.MODE","Modo — Temperatura do vapor superaquecido","Modo efetivo do controlador: automático, manual, cascata ou remoto.","STEAM","Vapor, combustível e energia","TIC-604","Temperatura do vapor superaquecido","control_loop","TIC-604","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","control.aggressive_tuning","TIC-604"
"SIG-0165","ns=2;s=Plant.ControlLoops.TIC-604.MVFB","Resposta do elemento final — Temperatura do vapor superaquecido","Resposta física medida do elemento final: Posição da válvula do dessuperaquecedor.","STEAM","Vapor, combustível e energia","TIC-604","Temperatura do vapor superaquecido","control_loop","TIC-604","cpm.valve_position","number","%","10","0..100","control.aggressive_tuning","TIC-604"
"SIG-0166","ns=2;s=Plant.ControlLoops.PIC-605.PV","PV — Pressão do gás combustível","Variável de processo medida: Pressão do cabeçalho de gás combustível.","STEAM","Vapor, combustível e energia","PIC-605","Pressão do gás combustível","control_loop","PIC-605","cpm.pv","number","bar","30","0..250","data.bad_quality","PIC-605"
"SIG-0167","ns=2;s=Plant.ControlLoops.PIC-605.SP","SP — Pressão do gás combustível","Referência operacional ou supervisória para pressão do cabeçalho de gás combustível.","STEAM","Vapor, combustível e energia","PIC-605","Pressão do gás combustível","control_loop","PIC-605","cpm.sp","number","bar","30","0..250","data.bad_quality","PIC-605"
"SIG-0168","ns=2;s=Plant.ControlLoops.PIC-605.OP","OP — Pressão do gás combustível","Demanda calculada pelo controlador para posição da válvula de gás complementar.","STEAM","Vapor, combustível e energia","PIC-605","Pressão do gás combustível","control_loop","PIC-605","cpm.op","number","%","10","0..100","data.bad_quality","PIC-605"
"SIG-0169","ns=2;s=Plant.ControlLoops.PIC-605.MODE","Modo — Pressão do gás combustível","Modo efetivo do controlador: automático, manual, cascata ou remoto.","STEAM","Vapor, combustível e energia","PIC-605","Pressão do gás combustível","control_loop","PIC-605","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","data.bad_quality","PIC-605"
"SIG-0170","ns=2;s=Plant.ControlLoops.PIC-605.MVFB","Resposta do elemento final — Pressão do gás combustível","Resposta física medida do elemento final: Posição da válvula de gás complementar.","STEAM","Vapor, combustível e energia","PIC-605","Pressão do gás combustível","control_loop","PIC-605","cpm.valve_position","number","%","10","0..100","data.bad_quality","PIC-605"
"SIG-0171","ns=2;s=Plant.ControlLoops.FIC-701.PV","PV — Vazão de água de resfriamento","Variável de processo medida: Vazão de água de resfriamento.","UTIL","Água de resfriamento, ar e nitrogênio","FIC-701","Vazão de água de resfriamento","control_loop","FIC-701","cpm.pv","number","m³/h","30","0..1000","normal.steady","FIC-701"
"SIG-0172","ns=2;s=Plant.ControlLoops.FIC-701.SP","SP — Vazão de água de resfriamento","Referência operacional ou supervisória para vazão de água de resfriamento.","UTIL","Água de resfriamento, ar e nitrogênio","FIC-701","Vazão de água de resfriamento","control_loop","FIC-701","cpm.sp","number","m³/h","30","0..1000","normal.steady","FIC-701"
"SIG-0173","ns=2;s=Plant.ControlLoops.FIC-701.OP","OP — Vazão de água de resfriamento","Demanda calculada pelo controlador para referência de velocidade das bombas.","UTIL","Água de resfriamento, ar e nitrogênio","FIC-701","Vazão de água de resfriamento","control_loop","FIC-701","cpm.op","number","%","10","0..100","normal.steady","FIC-701"
"SIG-0174","ns=2;s=Plant.ControlLoops.FIC-701.MODE","Modo — Vazão de água de resfriamento","Modo efetivo do controlador: automático, manual, cascata ou remoto.","UTIL","Água de resfriamento, ar e nitrogênio","FIC-701","Vazão de água de resfriamento","control_loop","FIC-701","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","normal.steady","FIC-701"
"SIG-0175","ns=2;s=Plant.ControlLoops.FIC-701.MVFB","Resposta do elemento final — Vazão de água de resfriamento","Resposta física medida do elemento final: Referência de velocidade das bombas.","UTIL","Água de resfriamento, ar e nitrogênio","FIC-701","Vazão de água de resfriamento","control_loop","FIC-701","","number","%","10","0..100","normal.steady","FIC-701"
"SIG-0176","ns=2;s=Plant.ControlLoops.TIC-702.PV","PV — Temperatura de retorno da água","Variável de processo medida: Temperatura de retorno da água de resfriamento.","UTIL","Água de resfriamento, ar e nitrogênio","TIC-702","Temperatura de retorno da água","control_loop","TIC-702","cpm.pv","number","°C","30","-20..700","control.propagated_oscillation","TIC-702"
"SIG-0177","ns=2;s=Plant.ControlLoops.TIC-702.SP","SP — Temperatura de retorno da água","Referência operacional ou supervisória para temperatura de retorno da água de resfriamento.","UTIL","Água de resfriamento, ar e nitrogênio","TIC-702","Temperatura de retorno da água","control_loop","TIC-702","cpm.sp","number","°C","30","-20..700","control.propagated_oscillation","TIC-702"
"SIG-0178","ns=2;s=Plant.ControlLoops.TIC-702.OP","OP — Temperatura de retorno da água","Demanda calculada pelo controlador para referência de velocidade dos ventiladores.","UTIL","Água de resfriamento, ar e nitrogênio","TIC-702","Temperatura de retorno da água","control_loop","TIC-702","cpm.op","number","%","10","0..100","control.propagated_oscillation","TIC-702"
"SIG-0179","ns=2;s=Plant.ControlLoops.TIC-702.MODE","Modo — Temperatura de retorno da água","Modo efetivo do controlador: automático, manual, cascata ou remoto.","UTIL","Água de resfriamento, ar e nitrogênio","TIC-702","Temperatura de retorno da água","control_loop","TIC-702","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","control.propagated_oscillation","TIC-702"
"SIG-0180","ns=2;s=Plant.ControlLoops.TIC-702.MVFB","Resposta do elemento final — Temperatura de retorno da água","Resposta física medida do elemento final: Referência de velocidade dos ventiladores.","UTIL","Água de resfriamento, ar e nitrogênio","TIC-702","Temperatura de retorno da água","control_loop","TIC-702","","number","%","10","0..100","control.propagated_oscillation","TIC-702"
"SIG-0181","ns=2;s=Plant.ControlLoops.PIC-703.PV","PV — Pressão do ar de instrumentos","Variável de processo medida: Pressão do cabeçalho de ar de instrumentos.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-703","Pressão do ar de instrumentos","control_loop","PIC-703","cpm.pv","number","bar","30","0..250","data.communication_loss","PIC-703"
"SIG-0182","ns=2;s=Plant.ControlLoops.PIC-703.SP","SP — Pressão do ar de instrumentos","Referência operacional ou supervisória para pressão do cabeçalho de ar de instrumentos.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-703","Pressão do ar de instrumentos","control_loop","PIC-703","cpm.sp","number","bar","30","0..250","data.communication_loss","PIC-703"
"SIG-0183","ns=2;s=Plant.ControlLoops.PIC-703.OP","OP — Pressão do ar de instrumentos","Demanda calculada pelo controlador para demanda de carga dos compressores.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-703","Pressão do ar de instrumentos","control_loop","PIC-703","cpm.op","number","%","10","0..100","data.communication_loss","PIC-703"
"SIG-0184","ns=2;s=Plant.ControlLoops.PIC-703.MODE","Modo — Pressão do ar de instrumentos","Modo efetivo do controlador: automático, manual, cascata ou remoto.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-703","Pressão do ar de instrumentos","control_loop","PIC-703","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","data.communication_loss","PIC-703"
"SIG-0185","ns=2;s=Plant.ControlLoops.PIC-703.MVFB","Resposta do elemento final — Pressão do ar de instrumentos","Resposta física medida do elemento final: Demanda de carga dos compressores.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-703","Pressão do ar de instrumentos","control_loop","PIC-703","","number","%","10","0..100","data.communication_loss","PIC-703"
"SIG-0186","ns=2;s=Plant.ControlLoops.PIC-704.PV","PV — Pressão da rede de nitrogênio","Variável de processo medida: Pressão do cabeçalho de nitrogênio.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-704","Pressão da rede de nitrogênio","control_loop","PIC-704","cpm.pv","number","bar","30","0..250","normal.steady","PIC-704"
"SIG-0187","ns=2;s=Plant.ControlLoops.PIC-704.SP","SP — Pressão da rede de nitrogênio","Referência operacional ou supervisória para pressão do cabeçalho de nitrogênio.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-704","Pressão da rede de nitrogênio","control_loop","PIC-704","cpm.sp","number","bar","30","0..250","normal.steady","PIC-704"
"SIG-0188","ns=2;s=Plant.ControlLoops.PIC-704.OP","OP — Pressão da rede de nitrogênio","Demanda calculada pelo controlador para referência de produção de nitrogênio.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-704","Pressão da rede de nitrogênio","control_loop","PIC-704","cpm.op","number","%","10","0..100","normal.steady","PIC-704"
"SIG-0189","ns=2;s=Plant.ControlLoops.PIC-704.MODE","Modo — Pressão da rede de nitrogênio","Modo efetivo do controlador: automático, manual, cascata ou remoto.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-704","Pressão da rede de nitrogênio","control_loop","PIC-704","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","normal.steady","PIC-704"
"SIG-0190","ns=2;s=Plant.ControlLoops.PIC-704.MVFB","Resposta do elemento final — Pressão da rede de nitrogênio","Resposta física medida do elemento final: Referência de produção de nitrogênio.","UTIL","Água de resfriamento, ar e nitrogênio","PIC-704","Pressão da rede de nitrogênio","control_loop","PIC-704","","number","%","10","0..100","normal.steady","PIC-704"
"SIG-0191","ns=2;s=Plant.ControlLoops.AIC-705.PV","PV — Condutividade da água de resfriamento","Variável de processo medida: Condutividade da água circulante.","UTIL","Água de resfriamento, ar e nitrogênio","AIC-705","Condutividade da água de resfriamento","control_loop","AIC-705","cpm.pv","number","µS/cm","30","0..10000","sensor.frozen","AIC-705"
"SIG-0192","ns=2;s=Plant.ControlLoops.AIC-705.SP","SP — Condutividade da água de resfriamento","Referência operacional ou supervisória para condutividade da água circulante.","UTIL","Água de resfriamento, ar e nitrogênio","AIC-705","Condutividade da água de resfriamento","control_loop","AIC-705","cpm.sp","number","µS/cm","30","0..10000","sensor.frozen","AIC-705"
"SIG-0193","ns=2;s=Plant.ControlLoops.AIC-705.OP","OP — Condutividade da água de resfriamento","Demanda calculada pelo controlador para posição da válvula de purga.","UTIL","Água de resfriamento, ar e nitrogênio","AIC-705","Condutividade da água de resfriamento","control_loop","AIC-705","cpm.op","number","%","10","0..100","sensor.frozen","AIC-705"
"SIG-0194","ns=2;s=Plant.ControlLoops.AIC-705.MODE","Modo — Condutividade da água de resfriamento","Modo efetivo do controlador: automático, manual, cascata ou remoto.","UTIL","Água de resfriamento, ar e nitrogênio","AIC-705","Condutividade da água de resfriamento","control_loop","AIC-705","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","sensor.frozen","AIC-705"
"SIG-0195","ns=2;s=Plant.ControlLoops.AIC-705.MVFB","Resposta do elemento final — Condutividade da água de resfriamento","Resposta física medida do elemento final: Posição da válvula de purga.","UTIL","Água de resfriamento, ar e nitrogênio","AIC-705","Condutividade da água de resfriamento","control_loop","AIC-705","cpm.valve_position","number","%","10","0..100","sensor.frozen","AIC-705"
"SIG-0196","ns=2;s=Plant.ControlLoops.LIC-801.PV","PV — Nível do tanque de petróleo","Variável de processo medida: Nível do tanque de petróleo.","TANK","Tanques e mistura","LIC-801","Nível do tanque de petróleo","control_loop","LIC-801","cpm.pv","number","%","30","0..100","normal.steady","LIC-801"
"SIG-0197","ns=2;s=Plant.ControlLoops.LIC-801.SP","SP — Nível do tanque de petróleo","Referência operacional ou supervisória para nível do tanque de petróleo.","TANK","Tanques e mistura","LIC-801","Nível do tanque de petróleo","control_loop","LIC-801","cpm.sp","number","%","30","0..100","normal.steady","LIC-801"
"SIG-0198","ns=2;s=Plant.ControlLoops.LIC-801.OP","OP — Nível do tanque de petróleo","Demanda calculada pelo controlador para velocidade da bomba de transferência.","TANK","Tanques e mistura","LIC-801","Nível do tanque de petróleo","control_loop","LIC-801","cpm.op","number","%","10","0..100","normal.steady","LIC-801"
"SIG-0199","ns=2;s=Plant.ControlLoops.LIC-801.MODE","Modo — Nível do tanque de petróleo","Modo efetivo do controlador: automático, manual, cascata ou remoto.","TANK","Tanques e mistura","LIC-801","Nível do tanque de petróleo","control_loop","LIC-801","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","normal.steady","LIC-801"
"SIG-0200","ns=2;s=Plant.ControlLoops.LIC-801.MVFB","Resposta do elemento final — Nível do tanque de petróleo","Resposta física medida do elemento final: Velocidade da bomba de transferência.","TANK","Tanques e mistura","LIC-801","Nível do tanque de petróleo","control_loop","LIC-801","","number","%","10","0..100","normal.steady","LIC-801"
"SIG-0201","ns=2;s=Plant.ControlLoops.LIC-802.PV","PV — Nível do tanque de produto","Variável de processo medida: Nível do tanque de produto.","TANK","Tanques e mistura","LIC-802","Nível do tanque de produto","control_loop","LIC-802","cpm.pv","number","%","30","0..100","operations.manual","LIC-802"
"SIG-0202","ns=2;s=Plant.ControlLoops.LIC-802.SP","SP — Nível do tanque de produto","Referência operacional ou supervisória para nível do tanque de produto.","TANK","Tanques e mistura","LIC-802","Nível do tanque de produto","control_loop","LIC-802","cpm.sp","number","%","30","0..100","operations.manual","LIC-802"
"SIG-0203","ns=2;s=Plant.ControlLoops.LIC-802.OP","OP — Nível do tanque de produto","Demanda calculada pelo controlador para posição da válvula de transferência.","TANK","Tanques e mistura","LIC-802","Nível do tanque de produto","control_loop","LIC-802","cpm.op","number","%","10","0..100","operations.manual","LIC-802"
"SIG-0204","ns=2;s=Plant.ControlLoops.LIC-802.MODE","Modo — Nível do tanque de produto","Modo efetivo do controlador: automático, manual, cascata ou remoto.","TANK","Tanques e mistura","LIC-802","Nível do tanque de produto","control_loop","LIC-802","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","operations.manual","LIC-802"
"SIG-0205","ns=2;s=Plant.ControlLoops.LIC-802.MVFB","Resposta do elemento final — Nível do tanque de produto","Resposta física medida do elemento final: Posição da válvula de transferência.","TANK","Tanques e mistura","LIC-802","Nível do tanque de produto","control_loop","LIC-802","cpm.valve_position","number","%","10","0..100","operations.manual","LIC-802"
"SIG-0206","ns=2;s=Plant.ControlLoops.FIC-803.PV","PV — Vazão do componente de mistura","Variável de processo medida: Vazão do componente de mistura.","TANK","Tanques e mistura","FIC-803","Vazão do componente de mistura","control_loop","FIC-803","cpm.pv","number","m³/h","30","0..1000","valve.stiction","FIC-803"
"SIG-0207","ns=2;s=Plant.ControlLoops.FIC-803.SP","SP — Vazão do componente de mistura","Referência operacional ou supervisória para vazão do componente de mistura.","TANK","Tanques e mistura","FIC-803","Vazão do componente de mistura","control_loop","FIC-803","cpm.sp","number","m³/h","30","0..1000","valve.stiction","FIC-803"
"SIG-0208","ns=2;s=Plant.ControlLoops.FIC-803.OP","OP — Vazão do componente de mistura","Demanda calculada pelo controlador para posição da válvula do componente.","TANK","Tanques e mistura","FIC-803","Vazão do componente de mistura","control_loop","FIC-803","cpm.op","number","%","10","0..100","valve.stiction","FIC-803"
"SIG-0209","ns=2;s=Plant.ControlLoops.FIC-803.MODE","Modo — Vazão do componente de mistura","Modo efetivo do controlador: automático, manual, cascata ou remoto.","TANK","Tanques e mistura","FIC-803","Vazão do componente de mistura","control_loop","FIC-803","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","valve.stiction","FIC-803"
"SIG-0210","ns=2;s=Plant.ControlLoops.FIC-803.MVFB","Resposta do elemento final — Vazão do componente de mistura","Resposta física medida do elemento final: Posição da válvula do componente.","TANK","Tanques e mistura","FIC-803","Vazão do componente de mistura","control_loop","FIC-803","cpm.valve_position","number","%","10","0..100","valve.stiction","FIC-803"
"SIG-0211","ns=2;s=Plant.ControlLoops.AIC-804.PV","PV — Qualidade da mistura","Variável de processo medida: Índice de qualidade estimado da mistura.","TANK","Tanques e mistura","AIC-804","Qualidade da mistura","control_loop","AIC-804","cpm.pv","number","index","30","0..100","sensor.noise","AIC-804"
"SIG-0212","ns=2;s=Plant.ControlLoops.AIC-804.SP","SP — Qualidade da mistura","Referência operacional ou supervisória para índice de qualidade estimado da mistura.","TANK","Tanques e mistura","AIC-804","Qualidade da mistura","control_loop","AIC-804","cpm.sp","number","index","30","0..100","sensor.noise","AIC-804"
"SIG-0213","ns=2;s=Plant.ControlLoops.AIC-804.OP","OP — Qualidade da mistura","Demanda calculada pelo controlador para bias das razões de componentes.","TANK","Tanques e mistura","AIC-804","Qualidade da mistura","control_loop","AIC-804","cpm.op","number","%","10","0..100","sensor.noise","AIC-804"
"SIG-0214","ns=2;s=Plant.ControlLoops.AIC-804.MODE","Modo — Qualidade da mistura","Modo efetivo do controlador: automático, manual, cascata ou remoto.","TANK","Tanques e mistura","AIC-804","Qualidade da mistura","control_loop","AIC-804","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","sensor.noise","AIC-804"
"SIG-0215","ns=2;s=Plant.ControlLoops.AIC-804.MVFB","Resposta do elemento final — Qualidade da mistura","Resposta física medida do elemento final: Bias das razões de componentes.","TANK","Tanques e mistura","AIC-804","Qualidade da mistura","control_loop","AIC-804","","number","%","10","0..100","sensor.noise","AIC-804"
"SIG-0216","ns=2;s=Plant.ControlLoops.FIC-901.PV","PV — Vazão de efluente para tratamento","Variável de processo medida: Vazão de efluente para a estação.","WWT","Tratamento de efluentes","FIC-901","Vazão de efluente para tratamento","control_loop","FIC-901","cpm.pv","number","m³/h","30","0..1000","operations.setpoint_activity","FIC-901"
"SIG-0217","ns=2;s=Plant.ControlLoops.FIC-901.SP","SP — Vazão de efluente para tratamento","Referência operacional ou supervisória para vazão de efluente para a estação.","WWT","Tratamento de efluentes","FIC-901","Vazão de efluente para tratamento","control_loop","FIC-901","cpm.sp","number","m³/h","30","0..1000","operations.setpoint_activity","FIC-901"
"SIG-0218","ns=2;s=Plant.ControlLoops.FIC-901.OP","OP — Vazão de efluente para tratamento","Demanda calculada pelo controlador para referência de velocidade da bomba de entrada.","WWT","Tratamento de efluentes","FIC-901","Vazão de efluente para tratamento","control_loop","FIC-901","cpm.op","number","%","10","0..100","operations.setpoint_activity","FIC-901"
"SIG-0219","ns=2;s=Plant.ControlLoops.FIC-901.MODE","Modo — Vazão de efluente para tratamento","Modo efetivo do controlador: automático, manual, cascata ou remoto.","WWT","Tratamento de efluentes","FIC-901","Vazão de efluente para tratamento","control_loop","FIC-901","cpm.mode","string","state","10","AUTO|MAN|CAS|REMOTE","operations.setpoint_activity","FIC-901"
"SIG-0220","ns=2;s=Plant.ControlLoops.FIC-901.MVFB","Resposta do elemento final — Vazão de efluente para tratamento","Resposta física medida do elemento final: Referência de velocidade da bomba de entrada.","WWT","Tratamento de efluentes","FIC-901","Vazão de efluente para tratamento","control_loop","FIC-901","","number","%","10","0..100","operations.setpoint_activity","FIC-901"
